"app","from","to","pre","keyword","post","phrase"
"Happy.Bob",8114,8115,"( HIPAA ) . In this case , our data use and protection activities will","comply with","HIPAA . In this case , we will be required to follow the laws and","comply with"
"Happy.Bob",8125,8126,"and protection activities will comply with HIPAA . In this case , we will be","required to","follow the laws and regulations related to HIPAA and our agreement with your health care","required to"
"Happy.Bob",8175,8176,"Bob will be considered personal health information ( PHI ) and as such we will","comply with","HIPAA and your rights under HIPAA . For the sake of this conversion , we","comply with"
"Happy.Bob",8339,8340,"It will be retained by your covered entity and Happy Bob for the purposes of","complying with","HIPAA . In the event you are no longer receiving care from the Covered Entity","comply with"
"Hatch",2270,2271,"our current or future affiliates for any of the purposes described in this Privacy Policy.If","required to","do so by law or in the good faith belief that such action is appropriate","required to"
"Hatch",2306,2307,"applicable law , including laws outside your country of residence ; ( b ) to","comply with","legal process ; ( c ) to respond to requests from public and government authorities","comply with"
"Hatch",2308,2309,", including laws outside your country of residence ; ( b ) to comply with","legal process","; ( c ) to respond to requests from public and government authorities , including","legal process"
"Hatch",2692,2693,"integrity of our Offerings and related data.Regarding the Audio Monitor in Rest + , you're","required to","be on the same network as your Rest + and the audio never leaves your","required to"
"Hatch",2763,2764,"to your Rest + device in order to use the audio monitor . 9 .","Compliance With","LawsWe will disclose your Personal Information where required to do so by law or subpoena","compliance with"
"Hatch",2772,2773,"the audio monitor . 9 . Compliance With LawsWe will disclose your Personal Information where","required to","do so by law or subpoena or if we believe that such action is necessary","required to"
"Hatch",2779,2779,"With LawsWe will disclose your Personal Information where required to do so by law or","subpoena","or if we believe that such action is necessary to comply with the law and","subpoena"
"Hatch",2788,2790,"to do so by law or subpoena or if we believe that such action is","necessary to comply","with the law and the reasonable requests of law enforcement or to protect the security","necessary to comply"
"Hatch",2790,2791,"so by law or subpoena or if we believe that such action is necessary to","comply with","the law and the reasonable requests of law enforcement or to protect the security or","comply with"
"Hatch",2799,2800,"that such action is necessary to comply with the law and the reasonable requests of","law enforcement","or to protect the security or integrity of our Offerings10 . International VisitorsOur Offerings are","law enforcement"
"Hatch",3127,3128,"manage the Offerings . We also need to retain and process certain payment records to","comply with","accounting and tax legal requirements.To send you text messages and push notifications . Our lawful","comply with"
"Hatch",3391,3392,"reduce and remove fraud and other concerns . In some cases , this may be","required to","comply with specific legal requirements.For compliance purposes , including enforcing our Terms of Service or","required to"
"Hatch",3393,3394,"remove fraud and other concerns . In some cases , this may be required to","comply with","specific legal requirements.For compliance purposes , including enforcing our Terms of Service or other legal","comply with"
"Hatch",3769,3770,"as needed to fulfill business purposes outlined above , including providing you the Offerings ,","complying with","our legal obligations , resolving disputes , and enforcing our agreements , . Our retention","comply with"
"Hatch",3772,3773,"fulfill business purposes outlined above , including providing you the Offerings , complying with our","legal obligations",", resolving disputes , and enforcing our agreements , . Our retention of information is","legal obligation"
"Hatch",3806,3807,"many factors such as your relationship with Hatch , the nature of the information ,","compliance with","our legal obligations , and defending or resolving actual or anticipated legal claims . 11","compliance with"
"Hatch",3809,3810,"as your relationship with Hatch , the nature of the information , compliance with our","legal obligations",", and defending or resolving actual or anticipated legal claims . 11 . Changes to","legal obligation"
"Hatch",6167,6168,"our Offerings and related data . Regarding the Audio Monitor in Rest + , you're","required to","be on the same network as your Rest + and the audio never leaves your","required to"
"Hatch",6243,6244,"in order to use the audio monitor . We will disclose your Personal Information where","required to","do so by law or subpoena or if we believe that such action is necessary","required to"
"Hatch",6250,6250,". We will disclose your Personal Information where required to do so by law or","subpoena","or if we believe that such action is necessary to comply with the law and","subpoena"
"Hatch",6259,6261,"to do so by law or subpoena or if we believe that such action is","necessary to comply","with the law and the reasonable requests of law enforcement or to protect the security","necessary to comply"
"Hatch",6261,6262,"so by law or subpoena or if we believe that such action is necessary to","comply with","the law and the reasonable requests of law enforcement or to protect the security or","comply with"
"Hatch",6270,6271,"that such action is necessary to comply with the law and the reasonable requests of","law enforcement","or to protect the security or integrity of our Offerings Our Offerings are hosted in","law enforcement"
"Hatch",6557,6558,"as needed to fulfill business purposes outlined above , including providing you the Offerings ,","complying with","our legal obligations , resolving disputes , and enforcing our agreements , . Our retention","comply with"
"Hatch",6560,6561,"fulfill business purposes outlined above , including providing you the Offerings , complying with our","legal obligations",", resolving disputes , and enforcing our agreements , . Our retention of information is","legal obligation"
"Hatch",6594,6595,"many factors such as your relationship with Hatch , the nature of the information ,","compliance with","our legal obligations , and defending or resolving actual or anticipated legal claims . We","compliance with"
"Hatch",6597,6598,"as your relationship with Hatch , the nature of the information , compliance with our","legal obligations",", and defending or resolving actual or anticipated legal claims . We may change our","legal obligation"
"Hatch",7411,7412,"fulfill business purposes outlined in Section 3 , including providing you products and services ,","complying with","our legal obligations , resolving disputes , and enforcing our agreements , or for other","comply with"
"Hatch",7414,7415,"outlined in Section 3 , including providing you products and services , complying with our","legal obligations",", resolving disputes , and enforcing our agreements , or for other purposes described in","legal obligation"
"Hatch",7461,7462,"many factors such as your relationship with Hatch , the nature of the information ,","compliance with","our legal obligations , and defending or resolving actual or anticipated legal claims . 5","compliance with"
"Hatch",7464,7465,"as your relationship with Hatch , the nature of the information , compliance with our","legal obligations",", and defending or resolving actual or anticipated legal claims . 5 . Your U.S","legal obligation"
"Hatch",8282,8283,"fulfill business purposes outlined in Section 3 , including providing you products and services ,","complying with","our legal obligations , resolving disputes , and enforcing our agreements , or for other","comply with"
"Hatch",8285,8286,"outlined in Section 3 , including providing you products and services , complying with our","legal obligations",", resolving disputes , and enforcing our agreements , or for other purposes described in","legal obligation"
"Hatch",8332,8333,"many factors such as your relationship with Hatch , the nature of the information ,","compliance with","our legal obligations , and defending or resolving actual or anticipated legal claims . 5","compliance with"
"Hatch",8335,8336,"as your relationship with Hatch , the nature of the information , compliance with our","legal obligations",", and defending or resolving actual or anticipated legal claims . 5 . Your U.S","legal obligation"
"Healthi",1331,1333,"to us.b ) Personal Information Healthi may disclose your personal information : ( 1 )","as required by","law , such as to comply with a subpoena , or similar legal process .","as required by"
"Healthi",1332,1334,"us.b ) Personal Information Healthi may disclose your personal information : ( 1 ) as","required by law",", such as to comply with a subpoena , or similar legal process . (","required by law"
"Healthi",1339,1340,"your personal information : ( 1 ) as required by law , such as to","comply with","a subpoena , or similar legal process . ( 2 ) when we believe in","comply with"
"Healthi",1342,1342,": ( 1 ) as required by law , such as to comply with a","subpoena",", or similar legal process . ( 2 ) when we believe in good faith","subpoena"
"Healthi",1346,1347,"as required by law , such as to comply with a subpoena , or similar","legal process",". ( 2 ) when we believe in good faith that disclosure is necessary to","legal process"
"Healthi",1889,1891,"you services contact us at privacy@Healthi.com . We will retain and use your information as","necessary to comply","with our legal obligations , resolve disputes , and enforce our agreements . a )","necessary to comply"
"Healthi",1891,1892,"contact us at privacy@Healthi.com . We will retain and use your information as necessary to","comply with","our legal obligations , resolve disputes , and enforce our agreements . a ) Information","comply with"
"Healthi",1894,1895,"privacy@Healthi.com . We will retain and use your information as necessary to comply with our","legal obligations",", resolve disputes , and enforce our agreements . a ) Information You Make Public","legal obligation"
"HealthView",1103,1104,"and it is not overridden by your rights • For payment processing purposes • To","comply with","the law User Registration Each Application obtains information that you provide when you download and","comply with"
"HealthView",2147,2148,"necessary ( a ) in connection with any legal investigation ; ( b ) to","comply with","relevant laws or to respond to subpoenas or warrants served on Kodeon ; ( c","comply with"
"HealthView",2155,2155,"legal investigation ; ( b ) to comply with relevant laws or to respond to","subpoenas","or warrants served on Kodeon ; ( c ) to protect or defend the rights","subpoena"
"HealthView",3398,3399,"be required in order for the Applications to function properly , and we may be","required to","retain certain information by law . We offer you choices regarding the collection , use","required to"
"HealthView",3573,3574,"by clicking the "" DELETE ACCOUNT "" button . Please note that we may be","required to","keep this information and not delete it ( or to keep this information for a","required to"
"HealthView",3598,3599,"or to keep this information for a certain time , in which case we will","comply with","your deletion request only after we have fulfilled such requirements ) . When we delete","comply with"
"HealthView",5142,5143,"and it is not overridden by your rights • For payment processing purposes • To","comply with","the law User Registration Each Application obtains information that you provide when you download and","comply with"
"HealthView",6186,6187,"necessary ( a ) in connection with any legal investigation ; ( b ) to","comply with","relevant laws or to respond to subpoenas or warrants served on Kodeon ; ( c","comply with"
"HealthView",6194,6194,"legal investigation ; ( b ) to comply with relevant laws or to respond to","subpoenas","or warrants served on Kodeon ; ( c ) to protect or defend the rights","subpoena"
"HealthView",7437,7438,"be required in order for the Applications to function properly , and we may be","required to","retain certain information by law . We offer you choices regarding the collection , use","required to"
"HealthView",7612,7613,"by clicking the "" DELETE ACCOUNT "" button . Please note that we may be","required to","keep this information and not delete it ( or to keep this information for a","required to"
"HealthView",7637,7638,"or to keep this information for a certain time , in which case we will","comply with","your deletion request only after we have fulfilled such requirements ) . When we delete","comply with"
"Inito",469,471,"provide this information to service providers , analytics partners , or to other third parties","as required by","law.Internet or other electronic network activity Information , such as your cookies , device type","as required by"
"Inito",470,472,"this information to service providers , analytics partners , or to other third parties as","required by law.Internet","or other electronic network activity Information , such as your cookies , device type ,","required by law"
"Inito",566,568,"providers , analytics partners , regulatory authorities , and advertising partners or to other parties","as required by","law . We also use this information to detect unusual or excessive usage , prevent","as required by"
"Inito",567,569,", analytics partners , regulatory authorities , and advertising partners or to other parties as","required by law",". We also use this information to detect unusual or excessive usage , prevent fraud","required by law"
"Inito",691,693,"providers , analytics partners , regulatory authorities , and advertising partners or to other parties","as required by","law . We also process purchase volumes and ordering patterns to ensure compliance with personal-use","as required by"
"Inito",692,694,", analytics partners , regulatory authorities , and advertising partners or to other parties as","required by law",". We also process purchase volumes and ordering patterns to ensure compliance with personal-use restrictions","required by law"
"Inito",706,707,"as required by law . We also process purchase volumes and ordering patterns to ensure","compliance with","personal-use restrictions and to prevent fraudulent or abusive ordering.Audio , electronic , visual or similar","compliance with"
"Inito",767,769,"may provide this information to service providers , regulatory authorities , or to other parties","as required by","law.Sensitive Personal Information , such as fertility-related data , medications , symptoms , and other","as required by"
"Inito",768,770,"provide this information to service providers , regulatory authorities , or to other parties as","required by law.Sensitive","Personal Information , such as fertility-related data , medications , symptoms , and other family","required by law"
"Inito",936,938,"disclose your Sensitive Personal Information with service providers , analytic partners , and other parties","as required by","law.We may aggregate or de-identify the Personal Information we receive and use it for any","as required by"
"Inito",937,939,"your Sensitive Personal Information with service providers , analytic partners , and other parties as","required by law.We","may aggregate or de-identify the Personal Information we receive and use it for any of","required by law"
"Inito",1732,1734,"Information about you to certain third parties not described in this Privacy Notice with your","consent.As Required by","Law and Other Extraordinary Disclosures . Inito may be required to disclose your Personal Information","as required by"
"Inito",1733,1735,"about you to certain third parties not described in this Privacy Notice with your consent.As","Required by Law","and Other Extraordinary Disclosures . Inito may be required to disclose your Personal Information if","required by law"
"Inito",1744,1745,"Notice with your consent.As Required by Law and Other Extraordinary Disclosures . Inito may be","required to","disclose your Personal Information if it : ( i ) believes it is reasonably necessary","required to"
"Inito",1760,1762,"to disclose your Personal Information if it : ( i ) believes it is reasonably","necessary to comply","with legal process ( such as a court order , subpoena , search warrant ,","necessary to comply"
"Inito",1762,1763,"your Personal Information if it : ( i ) believes it is reasonably necessary to","comply with","legal process ( such as a court order , subpoena , search warrant , etc","comply with"
"Inito",1764,1765,"Information if it : ( i ) believes it is reasonably necessary to comply with","legal process","( such as a court order , subpoena , search warrant , etc . )","legal process"
"Inito",1770,1771,") believes it is reasonably necessary to comply with legal process ( such as a","court order",", subpoena , search warrant , etc . ) or other legal requirements of any","court order"
"Inito",1773,1773,"is reasonably necessary to comply with legal process ( such as a court order ,","subpoena",", search warrant , etc . ) or other legal requirements of any governmental authority","subpoena"
"Inito",2571,2572,"requires us to retain your information for a longer period of time , we will","comply with","that law . We will also retain your Personal Information as necessary to protect our","comply with"
"Inito",3386,3387,"a request , we will take steps to verify your identity . You are not","required to","create an account with us to submit a request . If you don't have an","required to"
"Inito",3493,3494,"request on your behalf through an authorized agent , you must contact Inito directly and","must provide","a valid California power of attorney or comparable documentation of written permission from you and","must provide"
"Inito",5395,5396,"requires us to retain your information for a longer period of time , we will","comply with","that law . We will also retain your Personal Information as necessary to protect our","comply with"
"Inito",6019,6020,"a request , we will take steps to verify your identity . You are not","required to","create an account with us to submit a request . If you don't have an","required to"
"Inito",6130,6131,"request on your behalf through an authorized agent , you must contact Inito directly and","must provide","a valid California power of attorney or comparable documentation of written permission from you and","must provide"
"Intent",133,135,"you maintain an account with Intent . We will also retain your personal data as","necessary to comply","with our legal obligations , resolve disputes , and enforce our agreements . If we","necessary to comply"
"Intent",135,136,"an account with Intent . We will also retain your personal data as necessary to","comply with","our legal obligations , resolve disputes , and enforce our agreements . If we no","comply with"
"Intent",138,139,"Intent . We will also retain your personal data as necessary to comply with our","legal obligations",", resolve disputes , and enforce our agreements . If we no longer need to","legal obligation"
"Intent",179,180,"then we will delete your data from our systems . Where permissible , we will","comply with","individual requests regarding data access , correction , and / or deletion . You may","comply with"
"January",90,91,"” ) respects your privacy , and we are committed to protecting it through our","compliance with","this policy.This Privacy Policy ( our “ Privacy Policy ” ) describes the types of","compliance with"
"January",1435,1436,"or through the Application and of the fulfillment of your orders . You may be","required to","provide financial information before placing an order through our Website or Application.You also may provide","required to"
"January",3111,3112,"; for any other purpose disclosed by us when you provide the information ; to","comply with","our legal obligations ; to enforce our rights ; andwith your consent.We may also disclose","comply with"
"January",3114,3115,"other purpose disclosed by us when you provide the information ; to comply with our","legal obligations","; to enforce our rights ; andwith your consent.We may also disclose your Personal Data","legal obligation"
"January",3133,3134,"enforce our rights ; andwith your consent.We may also disclose your Personal Data : to","comply with","any court order , law , or legal process , including to respond to any","comply with"
"January",3136,3137,"; andwith your consent.We may also disclose your Personal Data : to comply with any","court order",", law , or legal process , including to respond to any government or regulatory","court order"
"January",3142,3143,"disclose your Personal Data : to comply with any court order , law , or","legal process",", including to respond to any government or regulatory request ; to enforce or apply","legal process"
"January",4484,4485,"” ) respects your privacy , and we are committed to protecting it through our","compliance with","this policy . This Privacy Policy ( our “ Privacy Policy ” ) describes the","compliance with"
"K.Health",243,244,"any questions , please email us at [ email protected ] . Reproductive Health and","Law Enforcement",": K Health supports access to reproductive health care services . K Health follows ,","law enforcement"
"K.Health",302,303,"relating to reproductive health care and will not disclose this information to state officials or","law enforcement","unless ( i ) we are compelled to do so by law , ( ii","law enforcement"
"K.Health",310,311,"disclose this information to state officials or law enforcement unless ( i ) we are","compelled to","do so by law , ( ii ) the request is enforceable under law ,","compelled to"
"K.Health",338,340,"enforceable under law , and ( iii ) we limit the disclosure to the minimum","necessary to comply","with law . 1 ) Types of Personal Information We Collect and How We Collect","necessary to comply"
"K.Health",340,341,"law , and ( iii ) we limit the disclosure to the minimum necessary to","comply with","law . 1 ) Types of Personal Information We Collect and How We Collect Personal","comply with"
"K.Health",758,759,"disclose your personal information as necessary or appropriate , in particular when we have a","legal obligation","to do so : 4 ) Your Choices Regarding Personal Information Your Communication Preferences The","legal obligation"
"K.Health",759,760,"your personal information as necessary or appropriate , in particular when we have a legal","obligation to","do so : 4 ) Your Choices Regarding Personal Information Your Communication Preferences The following","obligation to"
"K.Health",1238,1240,"even after you deactivate your user account or stop using the Services , as reasonably","necessary to comply","with our legal obligations , to resolve disputes regarding our users , enforce our agreements","necessary to comply"
"K.Health",1240,1241,"you deactivate your user account or stop using the Services , as reasonably necessary to","comply with","our legal obligations , to resolve disputes regarding our users , enforce our agreements ,","comply with"
"K.Health",1243,1244,"user account or stop using the Services , as reasonably necessary to comply with our","legal obligations",", to resolve disputes regarding our users , enforce our agreements , or protect our","legal obligation"
"K.Health",1940,1941,"verify your identity or locate your personal information in our systems . If we cannot","comply with","a request , we will explain the reasons in our response . You have the","comply with"
"K.Health",2215,2216,"” ( as such term is defined under the State Privacy Laws ) and are","required to","keep such information deidentified , we commit to maintain and use the information in deidentified","required to"
"K.Health",2459,2460,", we must obtain all , or a portion , of your personal information to","comply with","legal obligations , resolve disputes , enforce our agreements , protect against fraudulent , deceptive","comply with"
"K.Health",2461,2462,"must obtain all , or a portion , of your personal information to comply with","legal obligations",", resolve disputes , enforce our agreements , protect against fraudulent , deceptive , or","legal obligation"
"Kindara",1336,1337,"sell , or reorganize some part or all of its business , Kindara may be","required to","disclose your Personal Information to prospective or actual purchasers in connection with one of these","required to"
"Kindara",1353,1355,"disclose your Personal Information to prospective or actual purchasers in connection with one of these","transactions.As Required by","Law and Other Extraordinary Disclosures . Kindara may be required to disclose your Personal Information","as required by"
"Kindara",1354,1356,"your Personal Information to prospective or actual purchasers in connection with one of these transactions.As","Required by Law","and Other Extraordinary Disclosures . Kindara may be required to disclose your Personal Information if","required by law"
"Kindara",1365,1366,"one of these transactions.As Required by Law and Other Extraordinary Disclosures . Kindara may be","required to","disclose your Personal Information if it : ( i ) believes it is reasonably necessary","required to"
"Kindara",1381,1383,"to disclose your Personal Information if it : ( i ) believes it is reasonably","necessary to comply","with legal process ( such as a court order , subpoena , search warrant ,","necessary to comply"
"Kindara",1383,1384,"your Personal Information if it : ( i ) believes it is reasonably necessary to","comply with","legal process ( such as a court order , subpoena , search warrant , etc","comply with"
"Kindara",1385,1386,"Information if it : ( i ) believes it is reasonably necessary to comply with","legal process","( such as a court order , subpoena , search warrant , etc . )","legal process"
"Kindara",1391,1392,") believes it is reasonably necessary to comply with legal process ( such as a","court order",", subpoena , search warrant , etc . ) or other legal requirements of any","court order"
"Kindara",1394,1394,"is reasonably necessary to comply with legal process ( such as a court order ,","subpoena",", search warrant , etc . ) or other legal requirements of any governmental authority","subpoena"
"Kindara",3401,3402,"sell , or reorganize some part or all of its business , Kindara may be","required to","disclose your Personal Information to prospective or actual purchasers in connection with one of these","required to"
"Kindara",3418,3420,"disclose your Personal Information to prospective or actual purchasers in connection with one of these","transactions.As Required by","Law and Other Extraordinary Disclosures . Kindara may be required to disclose your Personal Information","as required by"
"Kindara",3419,3421,"your Personal Information to prospective or actual purchasers in connection with one of these transactions.As","Required by Law","and Other Extraordinary Disclosures . Kindara may be required to disclose your Personal Information if","required by law"
"Kindara",3430,3431,"one of these transactions.As Required by Law and Other Extraordinary Disclosures . Kindara may be","required to","disclose your Personal Information if it : ( i ) believes it is reasonably necessary","required to"
"Kindara",3446,3448,"to disclose your Personal Information if it : ( i ) believes it is reasonably","necessary to comply","with legal process ( such as a court order , subpoena , search warrant ,","necessary to comply"
"Kindara",3448,3449,"your Personal Information if it : ( i ) believes it is reasonably necessary to","comply with","legal process ( such as a court order , subpoena , search warrant , etc","comply with"
"Kindara",3450,3451,"Information if it : ( i ) believes it is reasonably necessary to comply with","legal process","( such as a court order , subpoena , search warrant , etc . )","legal process"
"Kindara",3456,3457,") believes it is reasonably necessary to comply with legal process ( such as a","court order",", subpoena , search warrant , etc . ) or other legal requirements of any","court order"
"Kindara",3459,3459,"is reasonably necessary to comply with legal process ( such as a court order ,","subpoena",", search warrant , etc . ) or other legal requirements of any governmental authority","subpoena"
"Kindara",5503,5504,"sell , or reorganize some part or all of its business , Kindara may be","required to","disclose your Personal Information to prospective or actual purchasers in connection with one of these","required to"
"Kindara",5522,5524,"Personal Information to prospective or actual purchasers in connection with one of these transactions .","As Required by","Law and Other Extraordinary Disclosures . Kindara may be required to disclose your Personal Information","as required by"
"Kindara",5523,5525,"Information to prospective or actual purchasers in connection with one of these transactions . As","Required by Law","and Other Extraordinary Disclosures . Kindara may be required to disclose your Personal Information if","required by law"
"Kindara",5534,5535,"these transactions . As Required by Law and Other Extraordinary Disclosures . Kindara may be","required to","disclose your Personal Information if it : ( i ) believes it is reasonably necessary","required to"
"Kindara",5550,5552,"to disclose your Personal Information if it : ( i ) believes it is reasonably","necessary to comply","with legal process ( such as a court order , subpoena , search warrant ,","necessary to comply"
"Kindara",5552,5553,"your Personal Information if it : ( i ) believes it is reasonably necessary to","comply with","legal process ( such as a court order , subpoena , search warrant , etc","comply with"
"Kindara",5554,5555,"Information if it : ( i ) believes it is reasonably necessary to comply with","legal process","( such as a court order , subpoena , search warrant , etc . )","legal process"
"Kindara",5560,5561,") believes it is reasonably necessary to comply with legal process ( such as a","court order",", subpoena , search warrant , etc . ) or other legal requirements of any","court order"
"Kindara",5563,5563,"is reasonably necessary to comply with legal process ( such as a court order ,","subpoena",", search warrant , etc . ) or other legal requirements of any governmental authority","subpoena"
"Libre",199,200,"a number of reasons including to provide you with Libre Products and services and to","comply with","legal requirements . For more information , see + Use of Personal Information , +","comply with"
"Libre",532,534,". These supplement and / or amend specific provisions of this Privacy Notice , where","required by law",", in particular where they appear to conflict with local law . Abbott Diabetes Care","required by law"
"Libre",1268,1269,"the U.S . , and all HCPs . Abbott may use personal information , to","comply with","various legal requirements . For example , as a medical device manufacturer , Abbott may","comply with"
"Libre",1287,1288,"requirements . For example , as a medical device manufacturer , Abbott may have certain","legal obligations","to share identifiable personal information with regulators to help ensure the ongoing safety and quality","legal obligation"
"Libre",1288,1289,". For example , as a medical device manufacturer , Abbott may have certain legal","obligations to","share identifiable personal information with regulators to help ensure the ongoing safety and quality of","obligation to"
"Libre",1581,1582,"security controls and Abbott will not use these data sets to identify you , unless","required to","do so under applicable legal and regulatory obligations . If you delete your account through","required to"
"Libre",1973,1975,", or notify you about special offers and promotions at any time if ( where","required by law",") you opted-in to receive such communications or if we have a legitimate basis for","required by law"
"Libre",2010,2012,". You will be provided with an opportunity to opt-in to these communications ( where","required by law",") when you first provide us with your personal information and when you log into","required by law"
"Libre",2122,2124,"marketing-related information about glucose management , we may send you non-marketing related information , where","required by law",", such as information related to necessary system and service updates or issues relating to","required by law"
"Libre",2253,2255,"titled + Research . We share personal information , and in each case , where","required by law",", only the minimum amount of personal information is shared for the purposes for which","required by law"
"Libre",2605,2607,"suppliers to send surveys and collect your responses for research purposes and will , if","required by law",", obtain your consent to do so . Where there is a corporate sale ,","required by law"
"Libre",2675,2676,"reserve the right to disclose your personal information to respond to requests from any competent","law enforcement","body , regulatory or government agency , court or other third-party where we believe the","law enforcement"
"Libre",2698,2699,", court or other third-party where we believe the disclosure is necessary or appropriate to","comply with","a regulatory requirement , judicial proceeding , court order , government request or legal process","comply with"
"Libre",2707,2708,"disclosure is necessary or appropriate to comply with a regulatory requirement , judicial proceeding ,","court order",", government request or legal process served on us , or to protect the safety","court order"
"Libre",2713,2714,"comply with a regulatory requirement , judicial proceeding , court order , government request or","legal process","served on us , or to protect the safety , rights , or property of","legal process"
"Libre",2824,2825,"be subject to foreign laws and may be accessible by foreign governments , courts ,","law enforcement",", and regulatory agencies . We have implemented administrative , technical and physical safeguards to","law enforcement"
"Libre",3814,3815,"FSL No Account Users for individuals residing outside of the U.S . Each user is","required to","enter their date of birth and country so that we may establish whether the user","required to"
"Libre",3857,3858,"a date of birth attributable to a child is entered , the user will be","required to","enter the email address of a parent / guardian before a LibreView account will be","required to"
"Libre",4001,4003,"in the section titled + Research and we may need to retain certain personal information","as required by","law . See + Retention of Personal Information for more information . You may correct","as required by"
"Libre",4002,4004,"the section titled + Research and we may need to retain certain personal information as","required by law",". See + Retention of Personal Information for more information . You may correct your","required by law"
"Libre",4233,4235,"function in your LibreView account , where accessible . Please note that Abbott is not","required by law","to adopt or maintain systems that are technically compatible with other companies . It may","required by law"
"Libre",5687,5688,"year , has disclosed certain personally identifiable information for direct marketing purposes . Abbott is","required to","respond to a customer request only once during any calendar year . To make such","required to"
"Libre",6029,6030,"that consent , Australian Privacy Principle 8.1 no longer applies , and we are not","required to","take reasonable steps to ensure that the overseas recipient does not breach the APPs in","required to"
"Libre",6083,6084,"and LLU Users . Consent : To process personal information concerning your health , you","must provide","Abbott affirmative consent to use LibreView . You may withdraw your consent at any time","must provide"
"Libre",6193,6194,"and LLU Users . Consent : To process personal information concerning your health , you","must provide","Abbott affirmative consent to use LibreView . You may withdraw your consent at any time","must provide"
"Libre",6492,6493,"of a LibreView account . We also transfer personal information to the United States to","comply with","our legal obligations , as further described in + Cross-Border Transfers of Personal Information and","comply with"
"Libre",6495,6496,"account . We also transfer personal information to the United States to comply with our","legal obligations",", as further described in + Cross-Border Transfers of Personal Information and + Medical Device","legal obligation"
"Libre",6559,6560,"protection law where applicable ) because it is in the public interest for Abbott to","comply with","its legal obligations . Notwithstanding the foregoing , we also enter into approved Standard Contractual","comply with"
"Libre",6562,6563,"applicable ) because it is in the public interest for Abbott to comply with its","legal obligations",". Notwithstanding the foregoing , we also enter into approved Standard Contractual Clauses with healthcare","legal obligation"
"Libre",6614,6615,"” include region . Consent : To process personal information concerning your health , you","must provide","Abbott affirmative consent to use LibreView . For users who are under the age of","must provide"
"Libre",6677,6678,"functionality . See + Retention of Personal Information for more information . We are not","legally required","to obtain consent to collect or use your personal information including health related information under","legally required"
"Libre",6678,6679,". See + Retention of Personal Information for more information . We are not legally","required to","obtain consent to collect or use your personal information including health related information under certain","required to"
"Libre",6946,6948,"( including health related information ) within the retention period hereunder or a longer period","as required by","applicable laws . We will update and publish information about security risk , and personal","as required by"
"Libre",6968,6970,"will update and publish information about security risk , and personal information security impact assessment","as required by","applicable laws . In the event that there is any security incident related to your","as required by"
"Libre",7003,7005,"( including health related information ) , we will inform you in a timely manner","as required by","applicable laws by email , or other available contact methods about the following : general","as required by"
"Libre",7366,7367,"with you for the provision of a LibreView account and relevant services , or to","comply with","the legal obligations . The types of personal information including health-related information that may be","comply with"
"Libre",7369,7370,"the provision of a LibreView account and relevant services , or to comply with the","legal obligations",". The types of personal information including health-related information that may be shared or transferred","legal obligation"
"Libre",7529,7530,"anonymized , so that it does not identify you by name . Unless deletion is","legally required","or pursuant to user’s request , Abbott may retain any personal information , including health-related","legally required"
"Libre",7966,7967,"or agreeing to this Privacy Notice , you consent to us contacting you electronically where","required to","notify you of any security event affecting your personal information . See + Retention of","required to"
"Libre",8506,8507,"implemented the following administrative , physical and technical safeguards to : To meet our contractual","obligations to","provide you with LibreView , your personal information and health-related information may be transferred to","obligation to"
"Lose.It",190,192,"our products are used . In other limited circumstances , such as when we are","required by law","or if our company is acquired or merges with another company . You have choices","required by law"
"Lose.It",1838,1839,"may be interested , subject to ensuring that such communications are provided to you in","compliance with","applicable law ; maintaining and updating your contact information where appropriate ; and obtaining your","compliance with"
"Lose.It",2216,2218,"Personally Identifiable Information ( including Genetic Information ) when we reasonably believe that it is","required by law",", a duly authorized court order , or legal process and to protect and defend","required by law"
"Lose.It",2223,2224,") when we reasonably believe that it is required by law , a duly authorized","court order",", or legal process and to protect and defend the rights and interests of Lose","court order"
"Lose.It",2227,2228,"believe that it is required by law , a duly authorized court order , or","legal process","and to protect and defend the rights and interests of Lose It ! , its","legal process"
"Lose.It",2254,2255,"Lose It ! , its affiliates , suppliers , or users . If we are","required to","disclose your information , we will attempt to provide you with advance notice , unless","required to"
"Lose.It",2338,2339,"a contractor is delivering a product to you ) , and all contractors will be","required to","agree to confidentiality obligations with respect to your personal information . How We Collect or","required to"
"Lose.It",3318,3319,"event will any information be collected from Healthkit users for use by third parties in","compliance with","this section without obtaining user consent . Sharing Information with Friends and in User Forums","compliance with"
"Lose.It",5385,5386,"subject to the requirements noted below in this Privacy Policy ; any relevant party ,","law enforcement","agency , or court , to the extent necessary for the establishment , exercise ,","law enforcement"
"Lose.It",6328,6329,"assist with the collection , storage and segmentation of Online Data and the providers are","required to","maintain the confidentiality of this information . These third party providers may collect User Information","required to"
"Lose.It",6502,6503,"Processor to Process your User Information , the Processor will be subject to binding contractual","obligations to",": ( i ) only Process the User Information in accordance with our prior written","obligation to"
"Lose.It",6916,6918,"cancel or remove your information but may retain and use copies of your information as","necessary to comply","with our legal obligations , resolve disputes , and enforce our agreements . For certain","necessary to comply"
"Lose.It",6918,6919,"remove your information but may retain and use copies of your information as necessary to","comply with","our legal obligations , resolve disputes , and enforce our agreements . For certain requests","comply with"
