"app","from","to","pre","keyword","post","vague_noun"
"Google.Fit",2984,2985,"confidentiality and security measures . For example , we use","service providers","to help operate our data centers , deliver our products","service providers"
"Google.Fit",3017,3018,"additional support to customers and users . We also use","service providers","to help review YouTube video content for public safety and","service providers"
"Google.Fit",4692,4693,"Gemini Apps , and Cloud AI capabilities . Use of","service providers",": Google shares information with service providers to perform services","service providers"
"Google.Fit",4699,4700,". Use of service providers : Google shares information with","service providers","to perform services on our behalf , in compliance with","service providers"
"Google.Fit",4729,4730,"security measures . For example , we may rely on","service providers","to help provide customer support . Advertising : Google processes","service providers"
"Google.Fit",4932,4933,"See more details about when Google shares your information .","Service providers",", trusted businesses , or persons that process information on","service providers"
"Google.Fit",5015,5015,"all of the services offered by Google LLC and its","affiliates",", including YouTube , Android , and services offered on","affiliates"
"Happy.Bob",2617,2618,"and grouped according to topics using ticket systems . Analysis","service providers","and their tools help us to understand how users use","service providers"
"Happy.Bob",2647,2648,"customized communication and product improvements in the future . Marketing","service providers","support us in creating , sorting , customizing , and","service providers"
"Happy.Bob",6859,6860,"and grouped according to topics using ticket systems . Analysis","service providers","and their tools help us to understand how users use","service providers"
"Happy.Bob",6889,6890,"customized communication and product improvements in the future . Marketing","service providers","support us in creating , sorting , customizing , and","service providers"
"Hatch",1543,1543,". When you communicate with us online , third party","vendors","receive and store these communications on our behalf . When","vendors"
"Hatch",1968,1968,"may disclose your information for the following purposes : To","vendors","and service providers retained in connection with the provision of","vendors"
"Hatch",1970,1971,"your information for the following purposes : To vendors and","service providers","retained in connection with the provision of our Offerings.To analytics","service providers"
"Hatch",2030,2030,"to promote our Offerings , including joint marketing partners and","affiliates.To","serve you advertisements regarding goods and services that may be","affiliates"
"Hatch",2169,2170,"apply . For European users , see section 10 below.To","service providers",", advisors , potential transactional partners , or other third","service providers"
"Hatch",2259,2259,"applicable information was collected . To our current or future","affiliates","for any of the purposes described in this Privacy Policy.If","affiliates"
"Hatch",2358,2358,"to protect our operations or those of any of our","affiliates","; ( f ) to protect our rights , privacy","affiliates"
"Hatch",2380,2380,"safety or property , and / or that of our","affiliates",", you or others ; and ( g ) to","affiliates"
"Hatch",5753,5753,". When you communicate with us online , third party","vendors","receive and store these communications on our behalf . When","vendors"
"Hatch",7557,7558,"the purposes , and the categories of third parties and","service providers","or contractors to whom such personal information is disclosed.The right","service providers"
"HealthView",310,311,"Data Controller of your Personal Data .‍ Data Processors (","Service Providers","or Third Party ) Data Processor ( or Service Provider","service providers"
"HealthView",350,351,"Data Controller . We may use the services of various","Service Providers","in order to process your data more effectively . Data","service providers"
"HealthView",1945,1946,"as described elsewhere in this Privacy Policy . Third Party","Service Providers","We may share your Personal Data and Usage Data with","service providers"
"HealthView",1959,1960,"share your Personal Data and Usage Data with third party","service providers","who work on our behalf . See Service provider section","service providers"
"HealthView",1975,1975,"behalf . See Service provider section for more details .","Affiliates","and Acquisitions We may share some or all of your","affiliates"
"HealthView",2007,2007,", or other companies under a common control ( “","Affiliates","” ) , in which case we will require our","affiliates"
"HealthView",2018,2018,"” ) , in which case we will require our","Affiliates","to honor this Privacy Policy . If another company acquires","affiliates"
"HealthView",2229,2230,"is legally able to . Third Party Data Collection –","Service Providers","We may employ third party companies and individuals to facilitate","service providers"
"HealthView",2245,2246,"party companies and individuals to facilitate our Service ( ""","Service Providers",""" ) , provide the Service on our behalf ,","service providers"
"HealthView",2546,2547,"Terms web page : https://policies.google.com/privacy?hl=en Advertising We may use third-party","Service Providers","to show advertisements to you to help support and maintain","service providers"
"HealthView",2780,2780,"after you visited our Service . We and our third-party","vendors","use cookies to inform , optimize and serve ads based","vendors"
"HealthView",4349,4350,"Data Controller of your Personal Data .‍ Data Processors (","Service Providers","or Third Party ) Data Processor ( or Service Provider","service providers"
"HealthView",4389,4390,"Data Controller . We may use the services of various","Service Providers","in order to process your data more effectively . Data","service providers"
"HealthView",5984,5985,"as described elsewhere in this Privacy Policy . Third Party","Service Providers","We may share your Personal Data and Usage Data with","service providers"
"HealthView",5998,5999,"share your Personal Data and Usage Data with third party","service providers","who work on our behalf . See Service provider section","service providers"
"HealthView",6014,6014,"behalf . See Service provider section for more details .","Affiliates","and Acquisitions We may share some or all of your","affiliates"
"HealthView",6046,6046,", or other companies under a common control ( “","Affiliates","” ) , in which case we will require our","affiliates"
"HealthView",6057,6057,"” ) , in which case we will require our","Affiliates","to honor this Privacy Policy . If another company acquires","affiliates"
"HealthView",6268,6269,"is legally able to . Third Party Data Collection –","Service Providers","We may employ third party companies and individuals to facilitate","service providers"
"HealthView",6284,6285,"party companies and individuals to facilitate our Service ( ""","Service Providers",""" ) , provide the Service on our behalf ,","service providers"
"HealthView",6585,6586,"Terms web page : https://policies.google.com/privacy?hl=en Advertising We may use third-party","Service Providers","to show advertisements to you to help support and maintain","service providers"
"HealthView",6819,6819,"after you visited our Service . We and our third-party","vendors","use cookies to inform , optimize and serve ads based","vendors"
"Inito",458,459,"communicate with you . We may provide this information to","service providers",", analytics partners , or to other third parties as","service providers"
"Inito",550,551,"internal business purposes . We may provide this information to","service providers",", analytics partners , regulatory authorities , and advertising partners","service providers"
"Inito",675,676,"internal business purposes . We may provide this information to","service providers",", analytics partners , regulatory authorities , and advertising partners","service providers"
"Inito",757,758,"for marketing purposes . We may provide this information to","service providers",", regulatory authorities , or to other parties as required","service providers"
"Inito",927,928,"page . We may disclose your Sensitive Personal Information with","service providers",", analytic partners , and other parties as required by","service providers"
"Inito",1574,1575,"disclose your Personal Information with the following third parties :","Service Providers",". Inito may disclose Personal Information with other companies with","service providers"
"Inito",1592,1592,"with other companies with whom it contracts ( such as","vendors","and service providers ) in order to provide you with","vendors"
"Inito",1594,1595,"companies with whom it contracts ( such as vendors and","service providers",") in order to provide you with the Service.Advertising Partners","service providers"
"January",1295,1296,"technologies ; andfrom third parties , for example , our","business partners.Information","You Provide to UsThe information we collect on or through","business partners"
"January",1931,1932,"Cookies ( or browser cookies ) . We and our","service providers","may use cookies , web beacons , and other technologies","service providers"
"January",2962,2962,"you provide as described in this privacy policy : to","affiliates",", contractors , service providers , and other third parties","affiliates"
"January",2966,2967,"in this privacy policy : to affiliates , contractors ,","service providers",", and other third parties we use to support our","service providers"
"K.Health",701,702,"We Use the Personal Information We Collect We and our","service providers","use your personal information for the following purposes 3 )","service providers"
"Kindara",406,406,"Web App , or App Usage . Kindara and its","vendors","Google , Mailchimp , Facebook and HubSpot may observe your","vendors"
"Kindara",580,580,"transaction may be conducted through Stripe or Apple iTunes .","Vendors","and suppliers engaged by Kindara may have their use of","vendors"
"Kindara",611,611,"restrictions , and applicable law . Kindara ( through its","vendors","or suppliers ) may limit its provision of services to","vendors"
"Kindara",2471,2471,"Web App , or App Usage . Kindara and its","vendors","Google , Mailchimp , Facebook and HubSpot may observe your","vendors"
"Kindara",2645,2645,"transaction may be conducted through Stripe or Apple iTunes .","Vendors","and suppliers engaged by Kindara may have their use of","vendors"
"Kindara",2676,2676,"restrictions , and applicable law . Kindara ( through its","vendors","or suppliers ) may limit its provision of services to","vendors"
"Kindara",4553,4553,"Web App , or App Usage . Kindara and its","vendors","Google , Mailchimp , Facebook and HubSpot may observe your","vendors"
"Kindara",4729,4729,"transaction may be conducted through Stripe or Apple iTunes .","Vendors","and suppliers engaged by Kindara may have their use of","vendors"
"Kindara",4760,4760,"restrictions , and applicable law . Kindara ( through its","vendors","or suppliers ) may limit its provision of services to","vendors"
"Libre",1814,1814,"receiving marketing communications from us , Abbott ( or its","affiliates",") may use your LibreView account profile ( first and","affiliates"
"Libre",1871,1871,"are an FSL Account User , Abbott ( or its","affiliates",") may also use the time of your first sensor","affiliates"
"Libre",1924,1924,"tailored to your specific needs . Abbott ( or its","affiliates",") may send you advertising and marketing information or request","affiliates"
"Libre",2088,2088,"can opt-out by emailing DiabetesCarePrivacy@abbott.com . Neither Abbott nor its","affiliates","or licensors will knowingly send advertising or marketing-related information to","affiliates"
"Lose.It",148,149,"important ways : With third parties such as advertisers and","business partners",". With third parties that support our communication with you","business partners"
"Lose.It",1962,1962,"the transfer of such information to other Lose It !","affiliates","for administrative purposes , for technical maintenance purposes , the","affiliates"
"Lose.It",2244,2244,"the rights and interests of Lose It ! , its","affiliates",", suppliers , or users . If we are required","affiliates"
"Lose.It",2856,2856,"through telephone or direct mail efforts ; from customers ,","vendors",", suppliers , third parties , commercially available or publicly-available","vendors"
"Lose.It",4196,4197,"deployed by Lose It ! and / or by our","service providers","or partners . Certain tracking technologies enable us to assign","service providers"
"Lose.It",4393,4393,"partners ( including but not limited to e-commerce partners ,","affiliates",", and analytics providers ) also may use technologies such","affiliates"
"Lose.It",4796,4796,"service related to the viewed article . These third party","vendors","may connect information about pages you visit on the Services","vendors"
"Lose.It",4849,4849,"Services or on another Channel . Likewise , third party","vendors","may serve you advertisements when you visit the Services based","vendors"
"Lose.It",5259,5260,"to Third Parties We may disclose your User Information to","other entities","within the Lose It ! affiliates for legitimate business purposes","other entities"
"Lose.It",5266,5266,"User Information to other entities within the Lose It !","affiliates","for legitimate business purposes ( including operating the Services ,","affiliates"
"Lose.It",5631,5631,". We may also share your information with third party","vendors","involved in the administration of such events . For contests","vendors"
"Lose.It",5991,5992,"back to that partner , which may include third party","service providers","whose services are embedded into and / or appear within","service providers"
"Lose.It",8124,8125,"browser or operating system , with our identity partners /","service providers",". These partners return an online identification code that we","service providers"
"Lose.It",8624,8624,"to the damage . FitNow Inc . and its associated","affiliates","and subsidiaries complies with the EU-U.S . Data Privacy Framework","affiliates"
"Lose.It",9444,9444,"employment relationship . For a list of our subsidiaries and","affiliates","who also adhere to the DPF Principles , please click","affiliates"
"Lose.It",11652,11652,"the rights and interests of Lose It ! , its","affiliates",", suppliers , or users . If we are required","affiliates"
"Lose.It",13125,13126,"deployed by Lose It ! and / or by our","service providers","or partners . Certain tracking technologies enable us to assign","service providers"
"Lose.It",13322,13322,"partners ( including but not limited to e-commerce partners ,","affiliates",", and analytics providers ) also may use technologies such","affiliates"
"Lose.It",13725,13725,"service related to the viewed article . These third party","vendors","may connect information about pages you visit on the Services","vendors"
"Lose.It",13778,13778,"Services or on another Channel . Likewise , third party","vendors","may serve you advertisements when you visit the Services based","vendors"
"Lose.It",14181,14182,"mail recipient . We may disclose your User Information to","other entities","within the Lose It ! affiliates for legitimate business purposes","other entities"
"Lose.It",14188,14188,"User Information to other entities within the Lose It !","affiliates","for legitimate business purposes ( including operating the Services ,","affiliates"
"Lose.It",14474,14475,"back to that partner , which may include third party","service providers","whose services are embedded into and / or appear within","service providers"
"Lose.It",15768,15769,"browser or operating system , with our identity partners /","service providers",". These partners return an online identification code that we","service providers"
"Lose.It",16136,16136,"to the damage . FitNow Inc . and its associated","affiliates","and subsidiaries complies with the EU-U.S . Data Privacy Framework","affiliates"
"Lose.It",16956,16956,"employment relationship . For a list of our subsidiaries and","affiliates","who also adhere to the DPF Principles , please click","affiliates"
"Lumen",407,408,"to such usage , including by using our third party","service providers","as detailed in Section 5 ( sharing information with third","service providers"
"Lumen",1758,1759,"on our Website or Services . d . Third Party","Service Providers",": We are partnering with several selected service providers ,","service providers"
"Lumen",1767,1768,"Party Service Providers : We are partnering with several selected","service providers",", whose services and solutions complement , facilitate and enhance","service providers"
"Lumen",1785,1786,", facilitate and enhance our own . Such third party","service providers","may have access to , or process on our behalf","service providers"
"Lumen",1816,1817,", analyze , process and / or manage . These","Service Providers","include hosting , database , and server co-location services ,","service providers"
"Lumen",1871,1872,"responsible for any Personal Information processing done by Third Party","Service Providers","on our behalf not in accordance with the terms hereof","service providers"
"Lumen",1898,1899,"of its reasonable control and except for such Third Party","Service Providers","with whom you have a direct contractual relationship . e","service providers"
"Lumen",1965,1966,"( any such party is one of “ Your Health","Service Providers","” ) . To the extent your relationship with us","service providers"
"Lumen",1982,1983,"extent your relationship with us originates from one of Your","Service Providers",", we may provide your Personal Information to that party","service providers"
"Lumen",2016,2017,". Any Personal Information we provide back to Your Health","Service Providers","will be subject to Your Service Providers own privacy policies","service providers"
"Lumen",2023,2024,"to Your Health Service Providers will be subject to Your","Service Providers","own privacy policies and practices , and you should confer","service providers"
"Lumen",2038,2039,"and practices , and you should confer with Your Health","Service Providers","if you have any questions regarding their own usage and","service providers"
"Lumen",2188,2188,", processed , and stored by us and our authorized","affiliates","and service providers in the United States , EU and","affiliates"
"Lumen",2190,2191,", and stored by us and our authorized affiliates and","service providers","in the United States , EU and in Israel ,","service providers"
"Lumen",2215,2216,", in secured cloud storage provided by our third party","service providers",". While the data protection laws in the above jurisdictions","service providers"
"Lumen",2245,2245,"residence or location , please know that we , our","affiliates","and our service providers that store or process your Personal","affiliates"
"Lumen",2248,2249,", please know that we , our affiliates and our","service providers","that store or process your Personal Information on our behalf","service providers"
"Lumen",2309,2310,"EU or the UK , each of our Third Party","Service Providers","who stores or processes your Personal Information outside the EEA","service providers"
"Lumen",2677,2677,"response or defend against legal proceedings versus us or our","affiliates",", or as we are otherwise permitted under such law","affiliates"
"Maya",1269,1269,"or its directors , employees , agents , contractors ,","affiliates","and representatives at any time for any health concerns issues","affiliates"
"Maya",3106,3106,"indemnify and hold harmless the Company , its subsidiaries ,","affiliates",", subcontractors , officers , directors , employees , consultants","affiliates"
"Maya",4494,4495,"of Personal Information 4.1 We share Your information with payment","service providers","and regulatory authorities in the event of any request from","service providers"
"Maya",4624,4624,"Users or the general public . 4.3 We and Our","affiliates","will share / sell some or all of the collected","affiliates"
"Maya",4787,4788,"share Your information with our sponsors , and / or","business partners",". Your Information could be shared so that you may","business partners"
"Medisafe",2275,2276,"or the EU , please note that some of our","service providers","may be located outside the European Economic Area ( the","service providers"
"MyFitnessPal",526,527,"MyFitnessPal share my information ? MyFitnessPal shares your information with","service providers",", business partners , and other third parties to provide","service providers"
"MyFitnessPal",529,530,"information ? MyFitnessPal shares your information with service providers ,","business partners",", and other third parties to provide you with our","business partners"
"MyFitnessPal",1160,1161,"MyFitnessPal share my information ? MyFitnessPal shares your information with","service providers",", business partners , and other third parties to provide","service providers"
"MyFitnessPal",1163,1164,"information ? MyFitnessPal shares your information with service providers ,","business partners",", and other third parties to provide you with our","business partners"
"MyFitnessPal",2046,2047,"when you visit certain websites . Like many other online","service providers",", we ( and our third-party service providers and partners","service providers"
"MyFitnessPal",2054,2055,"other online service providers , we ( and our third-party","service providers","and partners ) use cookies and other similar technologies (","service providers"
"MyFitnessPal",2261,2262,", such as through third party connected health devices ,","service providers",", research partners , marketing and advertising partners , and","service providers"
"MyFitnessPal",2275,2276,"partners , marketing and advertising partners , and social media","platforms.Service providers",". Our service providers may provide us with your information","service providers"
"MyFitnessPal",2279,2280,"advertising partners , and social media platforms.Service providers . Our","service providers","may provide us with your information to enrich our Services","service providers"
"MyFitnessPal",2321,2322,"ensure the security of our Services . We also use","service providers","to help us communicate with you when you have questions","service providers"
"MyFitnessPal",2400,2401,"about the marketing and advertisements you have seen or clicked","on.Business partners",". We may partner with other businesses to offer the","business partners"
"MyFitnessPal",2422,2423,"Services . We may receive your personal information from those","business partners","as necessary or appropriate for the purposes listed in this","business partners"
"MyFitnessPal",3634,3635,"when you visit certain websites . Like many other online","service providers",", we ( and our third-party service providers and partners","service providers"
"MyFitnessPal",3642,3643,"other online service providers , we ( and our third-party","service providers","and partners ) use cookies and other similar technologies (","service providers"
"MyFitnessPal",3854,3855,", such as through third party connected health devices ,","service providers",", research partners , marketing and advertising partners , and","service providers"
"MyFitnessPal",3870,3871,"marketing and advertising partners , and social media platforms .","Service providers",". Our service providers may provide us with your information","service providers"
"MyFitnessPal",3874,3875,", and social media platforms . Service providers . Our","service providers","may provide us with your information to enrich our Services","service providers"
"MyFitnessPal",3916,3917,"ensure the security of our Services . We also use","service providers","to help us communicate with you when you have questions","service providers"
"MyFitnessPal",4001,4002,"marketing and advertisements you have seen or clicked on .","Business partners",". We may partner with other businesses to offer the","business partners"
"MyFitnessPal",4023,4024,"Services . We may receive your personal information from those","business partners","as necessary or appropriate for the purposes listed in this","business partners"
"MyFitnessPal",6726,6727,"information to the categories of recipients described below : Our","Business Partners",". We may partner with other businesses to offer the","business partners"
"MyFitnessPal",6746,6747,"offer the Services and disclose your personal information to those","business partners","as necessary or appropriate for the purposes listed in this","business partners"
"MyFitnessPal",6759,6760,"necessary or appropriate for the purposes listed in this Policy.Our","Service Providers",". We may disclose your personal information to third parties","service providers"
"MyFitnessPal",7071,7071,"with Business Transactions or Reorganizations . If we or our","affiliates","are or may be acquired by , merged with ,","affiliates"
"MyFitnessPal",7403,7404,"information to the categories of recipients described below : Our","Business Partners",". We may partner with other businesses to offer the","business partners"
"MyFitnessPal",7423,7424,"offer the Services and disclose your personal information to those","business partners","as necessary or appropriate for the purposes listed in this","business partners"
"MyFitnessPal",7438,7439,"appropriate for the purposes listed in this Policy . Our","Service Providers",". We may disclose your personal information to third parties","service providers"
"MyFitnessPal",7758,7758,"with Business Transactions or Reorganizations . If we or our","affiliates","are or may be acquired by , merged with ,","affiliates"
"MyFitnessPal",9174,9175,"Personal InformationMyFitnessPal is headquartered in the United States and has","service providers","in the United States and throughout the world . As","service providers"
"MyFitnessPal",9338,9339,". MyFitnessPal is headquartered in the United States and has","service providers","in the United States and throughout the world . As","service providers"
"MyFitnessPal",11599,11600,"identifiers.Source : Our users ( directly and automatically ) Third","partiesBusiness partners","; Service providers ; Other MyFitnessPal users ; Analytics providers","business partners"
"MyFitnessPal",11602,11603,"users ( directly and automatically ) Third partiesBusiness partners ;","Service providers","; Other MyFitnessPal users ; Analytics providers ; andResearch partners.Purpose","service providers"
"MyFitnessPal",11645,11646,"shared with the following third parties for business purposes :","Business partnersService","providersOther MyFitnessPal usersAnalytics providersResearch partnersHas this information been shared with","business partners"
"MyFitnessPal",11646,11647,"with the following third parties for business purposes : Business","partnersService providersOther","MyFitnessPal usersAnalytics providersResearch partnersHas this information been shared with these","service providers"
"MyFitnessPal",11801,11802,"shared with the following third parties for business purposes :","Service providersOther","MyFitnessPal usersHas this information been shared with these parties within","service providers"
"MyFitnessPal",11896,11897,"shared with the following third parties for business purposes :","Service providersAnalytics","providersResearch partnersMarketing and advertising partners ( including social media platforms","service providers"
"MyFitnessPal",12064,12065,"shared with the following third parties for business purposes :","Service providersAnalytics","providersResearch partnersMarketing and advertising partners ( including social media platforms","service providers"
"MyFitnessPal",12230,12231,"shared with the following third parties for business purposes :","Service providersAnalytics","providersResearch partnersMarketing and advertising partners ( including social media platforms","service providers"
"MyFitnessPal",12365,12366,"photos.Source : Our users ( directly and automatically ) Third","partiesService providersPurpose","of Collection and Use : Business purposeCategories of Parties with","service providers"
"MyFitnessPal",12398,12399,"shared with the following third parties for business purposes :","Service providersHas","this information been shared with these parties within the last","service providers"
"MyFitnessPal",12468,12469,"and aptitudes.Source : Our users ( directly and automatically )","Business partnersService","providersPurpose of Collection and Use : Business purposeCategories of Parties","business partners"
"MyFitnessPal",12469,12470,"aptitudes.Source : Our users ( directly and automatically ) Business","partnersService providersPurpose","of Collection and Use : Business purposeCategories of Parties with","service providers"
"MyFitnessPal",12502,12503,"shared with the following third parties for business purposes :","Service providersHas","this information been shared with these parties within the last","service providers"
"MyFitnessPal",12669,12670,"which we collect it , and the third parties and","service providers","with whom we share it.Right to request deletion of information","service providers"
"MyFitnessPal",15389,15390,"of Data to Third PartiesMyFitnessPal solely entrusts personal information to","service providers","of MyFitnessPal as defined under applicable Korean law.Changes to this","service providers"
"MyFitnessPal",16250,16251,": Our users ( directly and automatically ) Third parties","Business partners","; Service providers ; Other MyFitnessPal users ; Analytics providers","business partners"
"MyFitnessPal",16253,16254,"( directly and automatically ) Third parties Business partners ;","Service providers","; Other MyFitnessPal users ; Analytics providers ; and Research","service providers"
"MyFitnessPal",16300,16301,"shared with the following third parties for business purposes :","Business partners","Service providers Other MyFitnessPal users Analytics providers Research partners Has","business partners"
"MyFitnessPal",16302,16303,"the following third parties for business purposes : Business partners","Service providers","Other MyFitnessPal users Analytics providers Research partners Has this information","service providers"
"MyFitnessPal",16469,16470,"shared with the following third parties for business purposes :","Service providers","Other MyFitnessPal users Has this information been shared with these","service providers"
"MyFitnessPal",16574,16575,"shared with the following third parties for business purposes :","Service providers","Analytics providers Research partners Marketing and advertising partners ( including","service providers"
"MyFitnessPal",16754,16755,"shared with the following third parties for business purposes :","Service providers","Analytics providers Research partners Marketing and advertising partners ( including","service providers"
"MyFitnessPal",16931,16932,"shared with the following third parties for business purposes :","Service providers","Analytics providers Research partners Marketing and advertising partners ( including","service providers"
"MyFitnessPal",17077,17078,": Our users ( directly and automatically ) Third parties","Service providers","Purpose of Collection and Use : Business purpose Categories of","service providers"
"MyFitnessPal",17112,17113,"shared with the following third parties for business purposes :","Service providers","Has this information been shared with these parties within the","service providers"
"MyFitnessPal",17189,17190,". Source : Our users ( directly and automatically )","Business partners","Service providers Purpose of Collection and Use : Business purpose","business partners"
"MyFitnessPal",17191,17192,": Our users ( directly and automatically ) Business partners","Service providers","Purpose of Collection and Use : Business purpose Categories of","service providers"
"MyFitnessPal",17226,17227,"shared with the following third parties for business purposes :","Service providers","Has this information been shared with these parties within the","service providers"
"MyFitnessPal",17400,17401,"which we collect it , and the third parties and","service providers","with whom we share it . Right to request deletion","service providers"
"MyFitnessPal",20227,20228,"Data to Third Parties MyFitnessPal solely entrusts personal information to","service providers","of MyFitnessPal as defined under applicable Korean law . Changes","service providers"
"MyNetDiary",227,228,"about you that we have with information we obtain from","business partners","or other companies . We use information for the following","business partners"
"MyNetDiary",1952,1952,"accessing your account . Data Storage MyNetDiary.com uses third party","vendors","and hosting partners to provide the necessary hardware , software","vendors"
"MyNetDiary",2716,2717,"about you that we have with information we obtain from","business partners","or other companies . We use information for the following","business partners"
"MyNetDiary",4441,4441,"accessing your account . Data Storage MyNetDiary.com uses third party","vendors","and hosting partners to provide the necessary hardware , software","vendors"
"MyNetDiary",5171,5172,"about you that we have with information we obtain from","business partners","or other companies . We use information for the following","business partners"
"MyNetDiary",6861,6861,"others accidentally accessing your account . MyNetDiary.com uses third party","vendors","and hosting partners to provide the necessary hardware , software","vendors"
"MyQuest",2050,2050,"too . This Notice explains how Quest Diagnostics and its","affiliates","( “ Quest ” , “ we ” , “","affiliates"
"MyQuest",2402,2403,", and for search engine optimization and enhancement . Yes","Service providers",", marketing and promotional partners , other entities that provide","service providers"
"MyQuest",2410,2411,". Yes Service providers , marketing and promotional partners ,","other entities","that provide a service directly to you . Financial information","other entities"
"MyQuest",2462,2462,"phone , email and social media ; from subsidiaries and","affiliates","and third parties . As described below , e.g .","affiliates"
"MyQuest",2494,2495,"or complete transactions , and for internal purposes . Yes","Service providers","and affiliates . Professional or employment-related information . Direct contact","service providers"
"MyQuest",2497,2497,", and for internal purposes . Yes Service providers and","affiliates",". Professional or employment-related information . Direct contact with users","affiliates"
"MyQuest",2520,2521,"Platforms , phone , email and social media and from","service providers","assisting in filling open positions . To process applications for","service providers"
"MyQuest",2543,2544,"employment and for internal employment and benefit purposes . Yes","Service providers","; where permitted or with consent , with third parties","service providers"
"MyQuest",2599,2599,", cookies and other tracking technologies , third parties and","affiliates","such as service providers . As described below , e.g","affiliates"
"MyQuest",2602,2603,"other tracking technologies , third parties and affiliates such as","service providers",". As described below , e.g . , for internal","service providers"
"MyQuest",2694,2695,"purposes , as described in our Cookie Notice . Yes","Service providers",", analytics , marketing , and promotional partners . Geolocation","service providers"
"MyQuest",2742,2743,"marketing , and other operational and business purposes . Yes","Service providers",", marketing and promotional partners . Inferences drawn from any","service providers"
"MyQuest",2811,2811,"; cookies and other tracking technologies , third parties and","affiliates","such as service providers . As described below , in","affiliates"
"MyQuest",2814,2815,"other tracking technologies , third parties and affiliates such as","service providers",". As described below , in order to facilitate more","service providers"
"MyQuest",2840,2841,"well as for internal reporting and analytics purposes . Yes","Service providers",", marketing and promotional partners , third parties for operational","service providers"
"MyQuest",2964,2965,"benefits , review performance , etc . ) . Yes","Service providers",", marketing and promotional partners , third parties for operational","service providers"
"MyQuest",3076,3077,"employment , and to facilitate more targeted marketing . Yes","Service providers",", analytics , marketing , and promotional partners , and","service providers"
"MyQuest",3752,3752,"will be shared with or sold to third parties /","affiliates","for their own marketing / promotional purposes . Text messaging","affiliates"
"MyQuest",3781,3782,"be shared with any third parties , including affiliate or","business partners",". We also use and disclose your information pursuant to","business partners"
"MyQuest",8568,8568,"and its affiliated companies . Quest Diagnostics Incorporated and certain","affiliates","are CLIA-certified laboratories that provide HIPAA-covered services . Other affiliates","affiliates"
"MyQuest",8578,8578,"affiliates are CLIA-certified laboratories that provide HIPAA-covered services . Other","affiliates","operated under the Quest ® brand , such as Quest","affiliates"
"MySugr",3110,3111,"the tariff of your insurance company . Bookkeeping and payment","service providers","support us in the ongoing billing of our chargeable products","service providers"
"MySugr",3165,3166,"and grouped according to topics using ticket systems . Analysis","service providers","and their tools help us to understand how users use","service providers"
"MySugr",3219,3220,"receives messages about type 2 diabetes or pens . Marketing","service providers","support us in creating , sorting , customizing , and","service providers"
"MySugr",3280,3281,"Reminder : the transfer of data to our Processors and","service providers","is protected by guarantees such as adequacy decisions , certifications","service providers"
"Natural.Cycles",498,499,"Webshop ” ) where we sell Natural Cycles ’ and","business partners","’ products , and social media channels ( collectively referred","business partners"
"Natural.Cycles",992,993,"expiration date and some payment card digits from our payment","service providers","in order to allow access to the App ) .","service providers"
"Natural.Cycles",1503,1504,"Google Analytics and Transaction and Contact Data from our payment","service providers",". 4.1 – To enable and provide the Services 4.1.1","service providers"
"Natural.Cycles",2434,2435,"participate in specific research projects run by us or our","business partners",". Natural Cycles also contributes to research carried out by","business partners"
"Natural.Cycles",3482,3483,"have done so at your own risk . 6.2 Payment","service providers","We do not process your financial data such as bank","service providers"
"Natural.Cycles",3509,3510,"number . That information is provided directly to our payment","service providers",". Our payment service providers are themselves responsible for the","service providers"
"Natural.Cycles",3514,3515,"provided directly to our payment service providers . Our payment","service providers","are themselves responsible for the processing of your personal data","service providers"
"Natural.Cycles",3575,3576,"carefully . Any payment transactions carried out by our payment","service providers","are encrypted and subject to compliance with the Payment Card","service providers"
"Natural.Cycles",3632,3632,"countries outside the EU / EEA where Natural Cycles ’","affiliates","or service providers are located . Such international transfers are","affiliates"
"Natural.Cycles",3634,3635,"the EU / EEA where Natural Cycles ’ affiliates or","service providers","are located . Such international transfers are carried out in","service providers"
"Natural.Cycles",6104,6104,"Advertising and marketing partners ; social media partners Advertising technology","vendors","Characteristics of protected classifications under California or federal law ,","vendors"
"Natural.Cycles",6163,6163,"Advertising and marketing partners ; social media partners Advertising technology","vendors","Internet or other similar network activity , such as browsing","vendors"
"Natural.Cycles",6204,6204,"Advertising and marketing partners ; social media partners Advertising technology","vendors","Geolocation data , such as approximate physical location derived from","vendors"
"Natural.Cycles",6229,6229,"Advertising and marketing partners ; social media partners Advertising technology","vendors","Sensory data , such as thermal information . No Professional","vendors"
"Natural.Cycles",6483,6483,"well as from the following categories of sources : our","affiliates",", publicly-available databases , third-party partners , and other third-party","affiliates"
"Natural.Cycles",7550,7551,"Section 6 of our Privacy Policy , as follows :","service providers","; affiliates ; successors if we are involved in a","service providers"
"Natural.Cycles",7553,7553,"our Privacy Policy , as follows : service providers ;","affiliates","; successors if we are involved in a merger ,","affiliates"
"Natural.Cycles",7603,7603,"Cycles , our users , or others . The specific","affiliates","to whom we disclose Consumer Health Data are the Natural","affiliates"
"Natural.Cycles",7828,7828,"that data , and to receive a list of the","affiliates","and the categories of third parties with whom we have","affiliates"
"Noom",114,115,"policy does not cover data we handle on behalf of","other entities",". Those practices are covered by our agreements with those","other entities"
"Noom",1149,1150,"offer co-branded services or engage in joint marketing activities .","Service providers",": Third parties that collect or provide data in connection","service providers"
